"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 30 00:29:23 GMT 2022","Fri Dec 30 00:30:34 GMT 2022","71210","","App search function","","Search for a movie","","Search for a movie",""
"passed","Fri Dec 30 00:27:59 GMT 2022","Fri Dec 30 00:28:41 GMT 2022","42411","","App search function","","Search for a movie","","Search for a movie",""
"passed","Fri Dec 30 00:27:20 GMT 2022","Fri Dec 30 00:27:59 GMT 2022","38694","","App search function","","App version","","App version",""
"passed","Fri Dec 30 00:28:41 GMT 2022","Fri Dec 30 00:29:23 GMT 2022","41727","","App search function","","Search for a movie","","Search for a movie",""
"passed","Fri Dec 30 00:30:34 GMT 2022","Fri Dec 30 00:31:25 GMT 2022","50457","","App search function","","Search movie duration","","Search movie duration",""
